Branch,Endpoint,File,ServiceName
//gosdev/games/Madden/2017/Gen3/prod/blazeserver,gos-blaze.nucleus.ea.com,//gosdev/games/Madden/2017/Gen3/prod/blazeserver/etc/commondefines.cfg,madden-2017-xbl2
//gosdev/games/NHL/2013/NHL/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/NHL/2013/NHL/retail/prod/blazeserver/3.x/etc/commondefines.cfg,nhl-2013-ps3
//gosdev/games/FifaManager/2013/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/FifaManager/2013/retail/prod/blazeserver/3.x/etc/commondefines.cfg,fifamanager-2013-pc
//gosdev/games/Amalur/Reckoning/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Amalur/Reckoning/retail/prod/blazeserver/3.x/etc/env/prod.boot,amalur-reckoning-ps3
//gosdev/games/FIFA/2015/Gen4/prod/blazeserver/14.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2015/Gen4/prod/blazeserver/14.x/etc/commondefines.cfg,fifa-2015-xone
//gosdev/games/Tennis/2012/Tennis/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Tennis/2012/Tennis/retail/prod/blazeserver/3.x/etc.ilt.sports/env/prod.boot,tennis-2012-ps3
//gosdev/games/Madden/2014/retail/release/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Madden/2014/retail/release/blazeserver/3.x/etc/commondefines.cfg,madden-2014-xbl2
//gosdev/games/Madden/2013/vita/release/blazeserver/3.09.x,gos-blaze.nucleus.ea.com,//gosdev/games/Madden/2013/vita/release/blazeserver/3.09.x/etc/env/prod.boot,madden-2013-psp2
//gosdev/games/Warp/1/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Warp/1/retail/prod/blazeserver/3.x/etc.ilt.shooter/env/prod.boot,warp-1-pc
//gosdev-restricted/kettle/games/UFC/F2P/Gen3-1/prod/blazeserver/13.3.x,gos-blaze.nucleus.ea.com,//gosdev-restricted/kettle/games/UFC/F2P/Gen3-1/prod/blazeserver/13.3.x/etc/commondefines.cfg,ufc-2015-f2p-android
//gosdev/games/Sims/EP6/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Sims/EP6/retail/prod/blazeserver/3.x/etc.ilt.shooter/env/prod.boot,sims-ep6-pc
//gosdev/games/Crysis/3/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Crysis/3/retail/prod/blazeserver/3.x/etc/commondefines.cfg,crysis-3-ps3
//gosdev/games/FIFA/2016/Gen3/prod/blazeserver/15.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2016/Gen3/prod/blazeserver/15.x/etc/commondefines.cfg,fifa-2016-xbl2
//gosdev/games/EASHub/2013/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/EASHub/2013/prod/blazeserver/3.x/etc/commondefines.cfg,eashub-2013-ps3
//gosdev-restricted/kettle/games/NBA/2014/Gen3-1/prod/blazeserver/13.x,gos-blaze.nucleus.ea.com,//gosdev-restricted/kettle/games/NBA/2014/Gen3-1/prod/blazeserver/13.x/etc/commondefines.cfg,nba-2014-xone
//gosdev/games/FIFA/2017/Gen3/demoprod/blazeserver/15.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2017/Gen3/demoprod/blazeserver/15.x/etc/commondefines.cfg,fifa-2017-ps3-demo
//gosdev-restricted/kettle/games/UFC/2015/Gen3-1/prod/blazeserver/13.3.x,gos-blaze.nucleus.ea.com,//gosdev-restricted/kettle/games/UFC/2015/Gen3-1/prod/blazeserver/13.3.x/etc/commondefines.cfg,ufc-2015-ps4
//gosdev/games/NFS/2013/mobile/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/NFS/2013/mobile/prod/blazeserver/3.x/etc/commondefines.cfg,nfs-2013-android
//gosdev/games/MoH/Warfighter/Gen3/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/MoH/Warfighter/Gen3/prod/blazeserver/3.x/etc/commondefines.cfg,moh-warfighter-xbl2
//gosdev/games/NHL/2016/Gen4/retail/prod/blazeserver,gos-blaze.nucleus.ea.com,//gosdev/games/NHL/2016/Gen4/retail/prod/blazeserver/etc/commondefines.cfg,nhl-2016-ps4
//gosdev/games/NBA/2016/retail/DL_Default/prod/blazeserver,gos-blaze.nucleus.ea.com,//gosdev/games/NBA/2016/retail/DL_Default/prod/blazeserver/etc/commondefines.cfg,nba-2016-ps4
//gosdev/games/FifaManager/2012/Gen3/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/FifaManager/2012/Gen3/prod/blazeserver/3.x/etc.ilt.sports/env/prod.boot,fifamanager-2012-pc
//gosdev/games/Fuse/1/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Fuse/1/retail/prod/blazeserver/3.x/etc/commondefines.cfg,fuse-1-xbl2
//gosdev/games/FIFA/2016/Gen4/demoprod/blazeserver/15.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2016/Gen4/demoprod/blazeserver/15.x/etc/commondefines.cfg,fifa-2016-ps4-demo
//gosdev/games/NBAJam/2012/Gen3/prod/blazeserver/3.09.x,gos-blaze.nucleus.ea.com,//gosdev/games/NBAJam/2012/Gen3/prod/blazeserver/3.09.x/etc.ilt.sports/env/prod.boot,nbajam-2012-xbl2
//gosdev-restricted/kettle/games/Battlefield/Havana/Gen3-1/cte/blazeserver/14.x,gos-blaze.nucleus.ea.com,//gosdev-restricted/kettle/games/Battlefield/Havana/Gen3-1/cte/blazeserver/14.x/etc/commondefines.cfg,battlefield-havana-pc-cte
//gosdev-restricted/kettle/games/FIFA/2014/Gen3-1/prod/blazeserver/13.x,gos-blaze.nucleus.ea.com,//gosdev-restricted/kettle/games/FIFA/2014/Gen3-1/prod/blazeserver/13.x/etc/commondefines.cfg,fifa-2014-xone
//gosdev/games/FIFA/2014/Gen3/prod/blazeserver/13.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2014/Gen3/prod/blazeserver/13.x/etc/commondefines.cfg,fifa-2014-ps3
//gosdev/games/FIFA/2014/WorldCup/prod/blazeserver/13.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2014/WorldCup/prod/blazeserver/13.x/etc/commondefines.cfg,fifa-wc14-ps3
//gosdev/games/NHL/2015/Gen3/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/NHL/2015/Gen3/retail/prod/blazeserver/3.x/etc/commondefines.cfg,nhl-2015-ps3
//gosdev/games/NCAA/2013/Gen3/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/NCAA/2013/Gen3/prod/blazeserver/3.x/etc/commondefines.cfg,ncaa-2013-xbl2
//gosdev/games/EASHub/2012/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/EASHub/2012/prod/blazeserver/3.x/etc.ilt.sports/env/prod.boot,eashub-2012-xbl2
//gosdev/games/NFS/Rivals/retail/prod/blazeserver/13.3.x,gos-blaze.nucleus.ea.com,//gosdev/games/NFS/Rivals/retail/prod/blazeserver/13.3.x/etc/commondefines.cfg,nfs-rivals-xbl2
//gosdev/games/Madden/2014/demo/release/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Madden/2014/demo/release/blazeserver/3.x/etc/commondefines.cfg,madden-2014-ps3-demo
//gosdev/games/Blitz/2012/Gen3/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Blitz/2012/Gen3/prod/blazeserver/3.x/etc.ilt.sports/env/prod.boot,blitz-2012-ps3
//gosdev/games/NHL/2016/Gen3/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/NHL/2016/Gen3/retail/prod/blazeserver/3.x/etc/commondefines.cfg,nhl-2016-xbl2
//gosdev/games/Madden/2018/Gen4/RL/blazeserver,gos-blaze.nucleus.ea.com,//gosdev/games/Madden/2018/Gen4/RL/blazeserver/etc/commondefines.cfg,madden-2018-ps4
//gosdev/games/Madden/2015/retail/release_g3/blazeserver/13.3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Madden/2015/retail/release_g3/blazeserver/13.3.x/etc/commondefines.cfg,madden-2015-xbl2
//gosdev/games/FIFA/2015/Gen3-Demo/prod/blazeserver/13.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2015/Gen3-Demo/prod/blazeserver/13.x/etc/commondefines.cfg,fifa-2015-ps3-demo
//gosdev/gosservers/redirector/releases/3.x,gos-blaze.nucleus.ea.com,//gosdev/gosservers/redirector/releases/3.x/etc/commondefines.cfg,gosredirector
//gosdev/games/ArmyOfTwo/3/Gen3/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/ArmyOfTwo/3/Gen3/prod/blazeserver/3.x/etc/commondefines.cfg,armyoftwo-3-ps3
